Raw ADC: 1075816678, Delta ADC: 0
Raw ADC: 1095664316, Delta ADC: 4294958277
Raw ADC: 1095666852, Delta ADC: 2536
Raw ADC: 1095673475, Delta ADC: 6623
Raw ADC: 1095674039, Delta ADC: 564
Raw ADC: 1095671502, Delta ADC: 4294964758
Raw ADC: 1095675448, Delta ADC: 3946
Raw ADC: 1095673757, Delta ADC: 4294965604
Raw ADC: 1095682212, Delta ADC: 8455
Raw ADC: 1095681366, Delta ADC: 4294966449
Raw ADC: 1095675589, Delta ADC: 4294961518
Raw ADC: 1095687848, Delta ADC: 12259
Raw ADC: 1095689539, Delta ADC: 1691
Raw ADC: 1095685735, Delta ADC: 4294963491
Raw ADC: 1095694189, Delta ADC: 8454
Raw ADC: 1095692498, Delta ADC: 4294965604
Raw ADC: 1095690667, Delta ADC: 4294965464
Raw ADC: 1095691512, Delta ADC: 845
Raw ADC: 1095705463, Delta ADC: 13951
Raw ADC: 1095704758, Delta ADC: 4294966590
Raw ADC: 1095708140, Delta ADC: 3382
Raw ADC: 1095711804, Delta ADC: 3664
Raw ADC: 1095719977, Delta ADC: 8173
Raw ADC: 1095713354, Delta ADC: 4294960672
Raw ADC: 1095712790, Delta ADC: 4294966731
Raw ADC: 1095714481, Delta ADC: 1691
Raw ADC: 1095708985, Delta ADC: 4294961799
Raw ADC: 1095720540, Delta ADC: 11555
Raw ADC: 1095711663, Delta ADC: 4294958418
Raw ADC: 1095727022, Delta ADC: 15359
Raw ADC: 1095721245, Delta ADC: 4294961518
Raw ADC: 1095729277, Delta ADC: 8032
Raw ADC: 1095730545, Delta ADC: 1268
Raw ADC: 1095736182, Delta ADC: 5637
Raw ADC: 1095743650, Delta ADC: 7468
Raw ADC: 1095742523, Delta ADC: 4294966168
Raw ADC: 1095749146, Delta ADC: 6623
Raw ADC: 1095746750, Delta ADC: 4294964899
Raw ADC: 1095753092, Delta ADC: 6342
Raw ADC: 1095755346, Delta ADC: 2254
Raw ADC: 1095753373, Delta ADC: 4294965322
Raw ADC: 1095753514, Delta ADC: 141
Raw ADC: 1095760983, Delta ADC: 7469
Raw ADC: 1095759996, Delta ADC: 4294966308
Raw ADC: 1095760560, Delta ADC: 564
Raw ADC: 1095760701, Delta ADC: 141
Raw ADC: 1095766338, Delta ADC: 5637
Raw ADC: 1095763519, Delta ADC: 4294964476
Raw ADC: 1095768874, Delta ADC: 5355
Raw ADC: 1095770142, Delta ADC: 1268
Raw ADC: 1095776906, Delta ADC: 6764
Raw ADC: 1095776202, Delta ADC: 4294966591
Raw ADC: 1095774370, Delta ADC: 4294965463
Raw ADC: 1095783670, Delta ADC: 9300
Raw ADC: 1095784938, Delta ADC: 1268
Raw ADC: 1095786488, Delta ADC: 1550
Raw ADC: 1095786347, Delta ADC: 4294967154
Raw ADC: 1095797902, Delta ADC: 11555
Raw ADC: 1095793957, Delta ADC: 4294963350
Raw ADC: 1095796634, Delta ADC: 2677
Raw ADC: 1095799030, Delta ADC: 2396
Raw ADC: 1095791702, Delta ADC: 4294959967
Raw ADC: 1095806216, Delta ADC: 14514
Raw ADC: 1095796070, Delta ADC: 4294957149
Raw ADC: 1095808330, Delta ADC: 12260
Raw ADC: 1095810444, Delta ADC: 2114
Raw ADC: 1095816080, Delta ADC: 5636
Raw ADC: 1095816785, Delta ADC: 705
Raw ADC: 1095829467, Delta ADC: 12682
Raw ADC: 1095831863, Delta ADC: 2396
Raw ADC: 1095840740, Delta ADC: 8877
Raw ADC: 1095847645, Delta ADC: 6905
Raw ADC: 1095848491, Delta ADC: 846
Raw ADC: 1095853423, Delta ADC: 4932
Raw ADC: 1095863287, Delta ADC: 9864
Raw ADC: 1095862723, Delta ADC: 4294966731
Raw ADC: 1095875123, Delta ADC: 12400
Raw ADC: 1095883015, Delta ADC: 7892
Raw ADC: 1095875969, Delta ADC: 4294960249
Raw ADC: 1095888369, Delta ADC: 12400
Raw ADC: 1095892738, Delta ADC: 4369
Raw ADC: 1095902320, Delta ADC: 9582
Raw ADC: 1095901052, Delta ADC: 4294966027
Raw ADC: 1095913452, Delta ADC: 12400
Raw ADC: 1095910775, Delta ADC: 4294964618
Raw ADC: 1095911620, Delta ADC: 845
Raw ADC: 1095921484, Delta ADC: 9864
Raw ADC: 1095927684, Delta ADC: 6200
Raw ADC: 1095928812, Delta ADC: 1128
Raw ADC: 1095937689, Delta ADC: 8877
Raw ADC: 1095938112, Delta ADC: 423
Raw ADC: 1095941917, Delta ADC: 3805
Raw ADC: 1095941353, Delta ADC: 4294966731
Raw ADC: 1095949949, Delta ADC: 8596
Raw ADC: 1095955022, Delta ADC: 5073
Raw ADC: 1095959531, Delta ADC: 4509
Raw ADC: 1095968690, Delta ADC: 9159
Raw ADC: 1095966013, Delta ADC: 4294964618
Raw ADC: 1095965590, Delta ADC: 4294966872
Raw ADC: 1095977709, Delta ADC: 12119
Raw ADC: 1095979118, Delta ADC: 1409
Raw ADC: 1095976441, Delta ADC: 4294964618
Raw ADC: 1095974327, Delta ADC: 4294965181
Raw ADC: 1095984896, Delta ADC: 10569
Raw ADC: 1095990532, Delta ADC: 5636
Raw ADC: 1095991378, Delta ADC: 846
Raw ADC: 1095997719, Delta ADC: 6341
Raw ADC: 1095998001, Delta ADC: 282
Raw ADC: 1096006878, Delta ADC: 8877
Raw ADC: 1095992505, Delta ADC: 4294952922
Raw ADC: 1095999269, Delta ADC: 6764
Raw ADC: 1096003214, Delta ADC: 3945
Raw ADC: 1096011106, Delta ADC: 7892
Raw ADC: 1096015474, Delta ADC: 4368
Raw ADC: 1096012233, Delta ADC: 4294964054
Raw ADC: 1096020124, Delta ADC: 7891
Raw ADC: 1096021674, Delta ADC: 1550
Raw ADC: 1096029706, Delta ADC: 8032
Raw ADC: 1096039852, Delta ADC: 10146
Raw ADC: 1096039429, Delta ADC: 4294966872
Raw ADC: 1096045630, Delta ADC: 6201
Raw ADC: 1096048589, Delta ADC: 2959
Raw ADC: 1096058453, Delta ADC: 9864
Raw ADC: 1096061271, Delta ADC: 2818
Raw ADC: 1096054085, Delta ADC: 4294960109
Raw ADC: 1096066485, Delta ADC: 12400
Raw ADC: 1096067049, Delta ADC: 564
Raw ADC: 1096068599, Delta ADC: 1550
Raw ADC: 1096086777, Delta ADC: 18178
Raw ADC: 1096087199, Delta ADC: 422
Raw ADC: 1096083677, Delta ADC: 4294963773
Raw ADC: 1096091850, Delta ADC: 8173
Raw ADC: 1096094950, Delta ADC: 3100
Raw ADC: 1096091568, Delta ADC: 4294963913
Raw ADC: 1096101009, Delta ADC: 9441
Raw ADC: 1096101855, Delta ADC: 846
Raw ADC: 1096110309, Delta ADC: 8454
Raw ADC: 1096123555, Delta ADC: 13246
Raw ADC: 1096124119, Delta ADC: 564
Raw ADC: 1096131306, Delta ADC: 7187
Raw ADC: 1096127642, Delta ADC: 4294963631
Raw ADC: 1096133842, Delta ADC: 6200
Raw ADC: 1096137083, Delta ADC: 3241
Raw ADC: 1096133701, Delta ADC: 4294963913
Raw ADC: 1096140888, Delta ADC: 7187
Raw ADC: 1096151597, Delta ADC: 10709
Raw ADC: 1096154556, Delta ADC: 2959
Raw ADC: 1096150329, Delta ADC: 4294963068
Raw ADC: 1096156670, Delta ADC: 6341
Raw ADC: 1096157375, Delta ADC: 705
Raw ADC: 1096156670, Delta ADC: 4294966590
Raw ADC: 1096158643, Delta ADC: 1973
Raw ADC: 1096157375, Delta ADC: 4294966027
Raw ADC: 1096159207, Delta ADC: 1832
Raw ADC: 1096166534, Delta ADC: 7327
Raw ADC: 1096168084, Delta ADC: 1550
Raw ADC: 1096166252, Delta ADC: 4294965463
Raw ADC: 1096164702, Delta ADC: 4294965745
Raw ADC: 1096162729, Delta ADC: 4294965322
Raw ADC: 1096165971, Delta ADC: 3242
Raw ADC: 1096172593, Delta ADC: 6622
Raw ADC: 1096179357, Delta ADC: 6764
Raw ADC: 1096171043, Delta ADC: 4294958981
Raw ADC: 1096179639, Delta ADC: 8596
Raw ADC: 1096178653, Delta ADC: 4294966309
Raw ADC: 1096185699, Delta ADC: 7046
Raw ADC: 1096184289, Delta ADC: 4294965885
Raw ADC: 1096198663, Delta ADC: 14374
Raw ADC: 1096186685, Delta ADC: 4294955317
Raw ADC: 1096187530, Delta ADC: 845
Raw ADC: 1096199649, Delta ADC: 12119
Raw ADC: 1096207822, Delta ADC: 8173
Raw ADC: 1096216981, Delta ADC: 9159
Raw ADC: 1096220504, Delta ADC: 3523
Raw ADC: 1096228959, Delta ADC: 8455
Raw ADC: 1096235582, Delta ADC: 6623
Raw ADC: 1096236146, Delta ADC: 564
Raw ADC: 1096246151, Delta ADC: 10005
Raw ADC: 1096246573, Delta ADC: 422
Raw ADC: 1096248264, Delta ADC: 1691
Raw ADC: 1096248124, Delta ADC: 4294967155
Raw ADC: 1096249815, Delta ADC: 1691
Raw ADC: 1096248405, Delta ADC: 4294965885
Raw ADC: 1096250801, Delta ADC: 2396
Raw ADC: 1096254606, Delta ADC: 3805
Raw ADC: 1096265174, Delta ADC: 10568
Raw ADC: 1096267147, Delta ADC: 1973
Raw ADC: 1096285325, Delta ADC: 18178
Raw ADC: 1096285184, Delta ADC: 4294967154
Raw ADC: 1096291102, Delta ADC: 5918
Raw ADC: 1096296316, Delta ADC: 5214
Raw ADC: 1096307589, Delta ADC: 11273
Raw ADC: 1096302657, Delta ADC: 4294962363
Raw ADC: 1096311958, Delta ADC: 9301
Raw ADC: 1096317172, Delta ADC: 5214
Raw ADC: 1096321822, Delta ADC: 4650
Raw ADC: 1096317312, Delta ADC: 4294962785
Raw ADC: 1096318440, Delta ADC: 1128
Raw ADC: 1096320835, Delta ADC: 2395
Raw ADC: 1096327740, Delta ADC: 6905
Raw ADC: 1096331122, Delta ADC: 3382
Raw ADC: 1096329572, Delta ADC: 4294965745
Raw ADC: 1096334786, Delta ADC: 5214
Raw ADC: 1096330699, Delta ADC: 4294963208
Raw ADC: 1096332813, Delta ADC: 2114
Raw ADC: 1096336195, Delta ADC: 3382
Raw ADC: 1096336900, Delta ADC: 705
Raw ADC: 1096334504, Delta ADC: 4294964899
Raw ADC: 1096340141, Delta ADC: 5637
Raw ADC: 1096345636, Delta ADC: 5495
Raw ADC: 1096337886, Delta ADC: 4294959545
Raw ADC: 1096338168, Delta ADC: 282
Raw ADC: 1096341691, Delta ADC: 3523
Raw ADC: 1096344509, Delta ADC: 2818
Raw ADC: 1096348877, Delta ADC: 4368
Raw ADC: 1096353527, Delta ADC: 4650
Raw ADC: 1096348455, Delta ADC: 4294962223
Raw ADC: 1096347186, Delta ADC: 4294966026
Raw ADC: 1096349864, Delta ADC: 2678
Raw ADC: 1096359587, Delta ADC: 9723
Raw ADC: 1096360573, Delta ADC: 986
Raw ADC: 1096371424, Delta ADC: 10851
Raw ADC: 1096370155, Delta ADC: 4294966026
Raw ADC: 1096380583, Delta ADC: 10428
Raw ADC: 1096378469, Delta ADC: 4294965181
Raw ADC: 1096391292, Delta ADC: 12823
Raw ADC: 1096381992, Delta ADC: 4294957995
Raw ADC: 1096378047, Delta ADC: 4294963350
Raw ADC: 1096386642, Delta ADC: 8595
Raw ADC: 1096381851, Delta ADC: 4294962504
Raw ADC: 1096386360, Delta ADC: 4509
Raw ADC: 1096388333, Delta ADC: 1973
Raw ADC: 1096380442, Delta ADC: 4294959404
Raw ADC: 1096379597, Delta ADC: 4294966450
Raw ADC: 1096379174, Delta ADC: 4294966872
Raw ADC: 1096377201, Delta ADC: 4294965322
Raw ADC: 1096383542, Delta ADC: 6341
Raw ADC: 1096381851, Delta ADC: 4294965604
Raw ADC: 1096382556, Delta ADC: 705
Raw ADC: 1096380301, Delta ADC: 4294965040
Raw ADC: 1096385515, Delta ADC: 5214
Raw ADC: 1096387347, Delta ADC: 1832
Raw ADC: 1096380301, Delta ADC: 4294960249
Raw ADC: 1096385938, Delta ADC: 5637
Raw ADC: 1096388192, Delta ADC: 2254
Raw ADC: 1096381428, Delta ADC: 4294960531
Raw ADC: 1096385092, Delta ADC: 3664
Raw ADC: 1096380865, Delta ADC: 4294963068
Raw ADC: 1096388192, Delta ADC: 7327
Raw ADC: 1096383824, Delta ADC: 4294962927
Raw ADC: 1096381569, Delta ADC: 4294965040
Raw ADC: 1096377906, Delta ADC: 4294963632
Raw ADC: 1096379456, Delta ADC: 1550
Raw ADC: 1096379597, Delta ADC: 141
Raw ADC: 1096376778, Delta ADC: 4294964476
Raw ADC: 1096378469, Delta ADC: 1691
Raw ADC: 1096380442, Delta ADC: 1973
Raw ADC: 1096376356, Delta ADC: 4294963209
Raw ADC: 1096381288, Delta ADC: 4932
Raw ADC: 1096376496, Delta ADC: 4294962503
Raw ADC: 1096373255, Delta ADC: 4294964054
Raw ADC: 1096378751, Delta ADC: 5496
Raw ADC: 1096385233, Delta ADC: 6482
Raw ADC: 1096380301, Delta ADC: 4294962363
Raw ADC: 1096387206, Delta ADC: 6905
Raw ADC: 1096396647, Delta ADC: 9441
Raw ADC: 1096394252, Delta ADC: 4294964900
Raw ADC: 1096392279, Delta ADC: 4294965322
Raw ADC: 1096398902, Delta ADC: 6623
Raw ADC: 1096404116, Delta ADC: 5214
Raw ADC: 1096399184, Delta ADC: 4294962363
Raw ADC: 1096404398, Delta ADC: 5214
Raw ADC: 1096412571, Delta ADC: 8173
Raw ADC: 1096417221, Delta ADC: 4650
Raw ADC: 1096415671, Delta ADC: 4294965745
Raw ADC: 1096414262, Delta ADC: 4294965886
Raw ADC: 1096418630, Delta ADC: 4368
Raw ADC: 1096419194, Delta ADC: 564
Raw ADC: 1096423421, Delta ADC: 4227
Raw ADC: 1096419194, Delta ADC: 4294963068
Raw ADC: 1096416657, Delta ADC: 4294964758
Raw ADC: 1096424126, Delta ADC: 7469
Raw ADC: 1096410457, Delta ADC: 4294953626
Raw ADC: 1096405102, Delta ADC: 4294961940
Raw ADC: 1096407075, Delta ADC: 1973
Raw ADC: 1096403975, Delta ADC: 4294964195
Raw ADC: 1096402425, Delta ADC: 4294965745
Raw ADC: 1096401720, Delta ADC: 4294966590
Raw ADC: 1096396647, Delta ADC: 4294962222
Raw ADC: 1096397211, Delta ADC: 564
Raw ADC: 1096401297, Delta ADC: 4086
Raw ADC: 1096402002, Delta ADC: 705
Raw ADC: 1096406652, Delta ADC: 4650
Raw ADC: 1096404398, Delta ADC: 4294965041
Raw ADC: 1096403834, Delta ADC: 4294966731
Raw ADC: 1096399606, Delta ADC: 4294963067
Raw ADC: 1096405243, Delta ADC: 5637
Raw ADC: 1096405384, Delta ADC: 141
Raw ADC: 1096404820, Delta ADC: 4294966731
Raw ADC: 1096412430, Delta ADC: 7610
Raw ADC: 1096412007, Delta ADC: 4294966872
Raw ADC: 1096412852, Delta ADC: 845
Raw ADC: 1096410739, Delta ADC: 4294965182
Raw ADC: 1096410598, Delta ADC: 4294967154
Raw ADC: 1096409611, Delta ADC: 4294966308
Raw ADC: 1096405525, Delta ADC: 4294963209
Raw ADC: 1096404538, Delta ADC: 4294966308
Raw ADC: 1096408625, Delta ADC: 4087
Raw ADC: 1096416093, Delta ADC: 7468
Raw ADC: 1096403270, Delta ADC: 4294954472
Raw ADC: 1096413557, Delta ADC: 10287
Raw ADC: 1096415952, Delta ADC: 2395
Raw ADC: 1096416093, Delta ADC: 141
Raw ADC: 1096420039, Delta ADC: 3946
Raw ADC: 1096426944, Delta ADC: 6905
Raw ADC: 1096418771, Delta ADC: 4294959122
Raw ADC: 1096429339, Delta ADC: 10568
Raw ADC: 1096429339, Delta ADC: 0
Raw ADC: 1096426803, Delta ADC: 4294964759
Raw ADC: 1096435117, Delta ADC: 8314
Raw ADC: 1096424407, Delta ADC: 4294956585
Raw ADC: 1096442163, Delta ADC: 17756
Raw ADC: 1096437090, Delta ADC: 4294962222
Raw ADC: 1096432299, Delta ADC: 4294962504
Raw ADC: 1096433708, Delta ADC: 1409
Raw ADC: 1096439062, Delta ADC: 5354
Raw ADC: 1096437935, Delta ADC: 4294966168
Raw ADC: 1096434976, Delta ADC: 4294964336
Raw ADC: 1096443572, Delta ADC: 8596
Raw ADC: 1096445404, Delta ADC: 1832
Raw ADC: 1096435540, Delta ADC: 4294957431
Raw ADC: 1096447940, Delta ADC: 12400
Raw ADC: 1096445544, Delta ADC: 4294964899
Raw ADC: 1096450195, Delta ADC: 4651
Raw ADC: 1096447799, Delta ADC: 4294964899
Raw ADC: 1096446531, Delta ADC: 4294966027
Raw ADC: 1096444135, Delta ADC: 4294964899
Raw ADC: 1096447799, Delta ADC: 3664
Raw ADC: 1096463018, Delta ADC: 15219
Raw ADC: 1096458227, Delta ADC: 4294962504
Raw ADC: 1096457804, Delta ADC: 4294966872
Raw ADC: 1096460340, Delta ADC: 2536
Raw ADC: 1096458650, Delta ADC: 4294965605
Raw ADC: 1096466118, Delta ADC: 7468
Raw ADC: 1096470768, Delta ADC: 4650
Raw ADC: 1096471895, Delta ADC: 1127
Raw ADC: 1096468654, Delta ADC: 4294964054
Raw ADC: 1096472177, Delta ADC: 3523
Raw ADC: 1096478518, Delta ADC: 6341
Raw ADC: 1096478518, Delta ADC: 0
Raw ADC: 1096478800, Delta ADC: 282
Raw ADC: 1096482323, Delta ADC: 3523
Raw ADC: 1096489087, Delta ADC: 6764
Raw ADC: 1096494301, Delta ADC: 5214
Raw ADC: 1096500360, Delta ADC: 6059
Raw ADC: 1096508251, Delta ADC: 7891
Raw ADC: 1096517411, Delta ADC: 9160
Raw ADC: 1096511351, Delta ADC: 4294961235
Raw ADC: 1096517834, Delta ADC: 6483
Raw ADC: 1096521920, Delta ADC: 4086
Raw ADC: 1096526007, Delta ADC: 4087
Raw ADC: 1096530939, Delta ADC: 4932
Raw ADC: 1096537280, Delta ADC: 6341
Raw ADC: 1096552780, Delta ADC: 15500
Raw ADC: 1096563349, Delta ADC: 10569
Raw ADC: 1096561799, Delta ADC: 4294965745
Raw ADC: 1096570958, Delta ADC: 9159
Raw ADC: 1096567294, Delta ADC: 4294963631
Raw ADC: 1096577158, Delta ADC: 9864
Raw ADC: 1096583640, Delta ADC: 6482
Raw ADC: 1096596464, Delta ADC: 12824
Raw ADC: 1096598436, Delta ADC: 1972
Raw ADC: 1096603650, Delta ADC: 5214
Raw ADC: 1096602100, Delta ADC: 4294965745
Raw ADC: 1096603509, Delta ADC: 1409
Raw ADC: 1096619010, Delta ADC: 15501
Raw ADC: 1096620278, Delta ADC: 1268
Raw ADC: 1096632397, Delta ADC: 12119
Raw ADC: 1096630424, Delta ADC: 4294965322
Raw ADC: 1096636483, Delta ADC: 6059
Raw ADC: 1096635356, Delta ADC: 4294966168
Raw ADC: 1096644938, Delta ADC: 9582
Raw ADC: 1096652688, Delta ADC: 7750
Raw ADC: 1096650998, Delta ADC: 4294965605
Raw ADC: 1096661002, Delta ADC: 10004
Raw ADC: 1096652548, Delta ADC: 4294958841
Raw ADC: 1096661707, Delta ADC: 9159
Raw ADC: 1096653957, Delta ADC: 4294959545
Raw ADC: 1096664525, Delta ADC: 10568
Raw ADC: 1096666780, Delta ADC: 2255
Raw ADC: 1096666780, Delta ADC: 0
Raw ADC: 1096664103, Delta ADC: 4294964618
Raw ADC: 1096680449, Delta ADC: 16346
Raw ADC: 1096680730, Delta ADC: 281
Raw ADC: 1096683831, Delta ADC: 3101
Raw ADC: 1096688763, Delta ADC: 4932
Raw ADC: 1096682140, Delta ADC: 4294960672
Raw ADC: 1096691299, Delta ADC: 9159
Raw ADC: 1096698204, Delta ADC: 6905
Raw ADC: 1096691722, Delta ADC: 4294960813
Raw ADC: 1096702995, Delta ADC: 11273
Raw ADC: 1096708350, Delta ADC: 5355
Raw ADC: 1096710463, Delta ADC: 2113
Raw ADC: 1096716664, Delta ADC: 6201
Raw ADC: 1096716100, Delta ADC: 4294966731
Raw ADC: 1096715677, Delta ADC: 4294966872
Raw ADC: 1096716100, Delta ADC: 423
Raw ADC: 1096718073, Delta ADC: 1973
Raw ADC: 1096715677, Delta ADC: 4294964899
Raw ADC: 1096717509, Delta ADC: 1832
Raw ADC: 1096726950, Delta ADC: 9441
Raw ADC: 1096729769, Delta ADC: 2819
Raw ADC: 1096738646, Delta ADC: 8877
Raw ADC: 1096733855, Delta ADC: 4294962504
Raw ADC: 1096734982, Delta ADC: 1127
Raw ADC: 1096743155, Delta ADC: 8173
Raw ADC: 1096739069, Delta ADC: 4294963209
Raw ADC: 1096747242, Delta ADC: 8173
Raw ADC: 1096741465, Delta ADC: 4294961518
Raw ADC: 1096736955, Delta ADC: 4294962785
Raw ADC: 1096747101, Delta ADC: 10146
Raw ADC: 1096737378, Delta ADC: 4294957572
Raw ADC: 1096739210, Delta ADC: 1832
Raw ADC: 1096736533, Delta ADC: 4294964618
Raw ADC: 1096733151, Delta ADC: 4294963913
Raw ADC: 1096728219, Delta ADC: 4294962363
Raw ADC: 1096730755, Delta ADC: 2536
Raw ADC: 1096733151, Delta ADC: 2396
Raw ADC: 1096734982, Delta ADC: 1831
Raw ADC: 1096726246, Delta ADC: 4294958559
Raw ADC: 1096726809, Delta ADC: 563
Raw ADC: 1096722441, Delta ADC: 4294962927
Raw ADC: 1096719623, Delta ADC: 4294964477
Raw ADC: 1096724555, Delta ADC: 4932
Raw ADC: 1096717932, Delta ADC: 4294960672
Raw ADC: 1096718495, Delta ADC: 563
Raw ADC: 1096718636, Delta ADC: 141
Raw ADC: 1096722300, Delta ADC: 3664
Raw ADC: 1096728500, Delta ADC: 6200
Raw ADC: 1096737096, Delta ADC: 8596
Raw ADC: 1096741887, Delta ADC: 4791
Raw ADC: 1096754992, Delta ADC: 13105
Raw ADC: 1096760206, Delta ADC: 5214
Raw ADC: 1096773452, Delta ADC: 13246
Raw ADC: 1096774157, Delta ADC: 705
Raw ADC: 1096782611, Delta ADC: 8454
Raw ADC: 1096792898, Delta ADC: 10287
Raw ADC: 1096794730, Delta ADC: 1832
Raw ADC: 1096802058, Delta ADC: 7328
Raw ADC: 1096799944, Delta ADC: 4294965181
Raw ADC: 1096802762, Delta ADC: 2818
Raw ADC: 1096805862, Delta ADC: 3100
Raw ADC: 1096819531, Delta ADC: 13669
Raw ADC: 1096813894, Delta ADC: 4294961658
Raw ADC: 1096821504, Delta ADC: 7610
Raw ADC: 1096836159, Delta ADC: 14655
Raw ADC: 1096833482, Delta ADC: 4294964618
Raw ADC: 1096847573, Delta ADC: 14091
Raw ADC: 1096842359, Delta ADC: 4294962081
Raw ADC: 1096846023, Delta ADC: 3664
Raw ADC: 1096855887, Delta ADC: 9864
Raw ADC: 1096859128, Delta ADC: 3241
Raw ADC: 1096864905, Delta ADC: 5777
Raw ADC: 1096863778, Delta ADC: 4294966168
Raw ADC: 1096874769, Delta ADC: 10991
Raw ADC: 1096877588, Delta ADC: 2819
Raw ADC: 1096879420, Delta ADC: 1832
Raw ADC: 1096887452, Delta ADC: 8032
Raw ADC: 1096896329, Delta ADC: 8877
Raw ADC: 1096896329, Delta ADC: 0
Raw ADC: 1096898584, Delta ADC: 2255
Raw ADC: 1096908871, Delta ADC: 10287
Raw ADC: 1096920144, Delta ADC: 11273
Raw ADC: 1096919580, Delta ADC: 4294966731
Raw ADC: 1096920707, Delta ADC: 1127
Raw ADC: 1096924089, Delta ADC: 3382
Raw ADC: 1096930431, Delta ADC: 6342
Raw ADC: 1096930008, Delta ADC: 4294966872
Raw ADC: 1096923808, Delta ADC: 4294961095
Raw ADC: 1096940013, Delta ADC: 16205
Raw ADC: 1096945367, Delta ADC: 5354
Raw ADC: 1096952413, Delta ADC: 7046
Raw ADC: 1096957063, Delta ADC: 4650
Raw ADC: 1096956500, Delta ADC: 4294966732
Raw ADC: 1096966082, Delta ADC: 9582
Raw ADC: 1096985246, Delta ADC: 19164
Raw ADC: 1096982992, Delta ADC: 4294965041
Raw ADC: 1096980596, Delta ADC: 4294964899
Raw ADC: 1096998774, Delta ADC: 18178
Raw ADC: 1096999197, Delta ADC: 423
Raw ADC: 1097005115, Delta ADC: 5918
Raw ADC: 1097013993, Delta ADC: 8878
Raw ADC: 1097001029, Delta ADC: 4294954331
Raw ADC: 1097006665, Delta ADC: 5636
Raw ADC: 1097010752, Delta ADC: 4087
Raw ADC: 1097014415, Delta ADC: 3663
Raw ADC: 1097016811, Delta ADC: 2396
Raw ADC: 1097010893, Delta ADC: 4294961377
Raw ADC: 1097013852, Delta ADC: 2959
Raw ADC: 1097010188, Delta ADC: 4294963631
Raw ADC: 1097010329, Delta ADC: 141
Raw ADC: 1097016106, Delta ADC: 5777
Raw ADC: 1097018643, Delta ADC: 2537
Raw ADC: 1097028789, Delta ADC: 10146
Raw ADC: 1097031889, Delta ADC: 3100
Raw ADC: 1097047671, Delta ADC: 15782
Raw ADC: 1097046967, Delta ADC: 4294966591
Raw ADC: 1097045135, Delta ADC: 4294965463
Raw ADC: 1097052603, Delta ADC: 7468
Raw ADC: 1097055281, Delta ADC: 2678
Raw ADC: 1097062467, Delta ADC: 7186
Raw ADC: 1097066554, Delta ADC: 4087
Raw ADC: 1097071486, Delta ADC: 4932
Raw ADC: 1097076700, Delta ADC: 5214
Raw ADC: 1097081068, Delta ADC: 4368
Raw ADC: 1097090227, Delta ADC: 9159
Raw ADC: 1097092341, Delta ADC: 2114
Raw ADC: 1097092623, Delta ADC: 282
Raw ADC: 1097099810, Delta ADC: 7187
Raw ADC: 1097105023, Delta ADC: 5213
Raw ADC: 1097105305, Delta ADC: 282
Raw ADC: 1097121088, Delta ADC: 15783
Raw ADC: 1097127429, Delta ADC: 6341
Raw ADC: 1097137997, Delta ADC: 10568
Raw ADC: 1097139829, Delta ADC: 1832
Raw ADC: 1097151243, Delta ADC: 11414
Raw ADC: 1097155471, Delta ADC: 4228
Raw ADC: 1097159557, Delta ADC: 4086
Raw ADC: 1097158007, Delta ADC: 4294965745
Raw ADC: 1097160121, Delta ADC: 2114
Raw ADC: 1097156034, Delta ADC: 4294963208
Raw ADC: 1097152652, Delta ADC: 4294963913
Raw ADC: 1097150398, Delta ADC: 4294965041
Raw ADC: 1097150257, Delta ADC: 4294967154
Raw ADC: 1097145889, Delta ADC: 4294962927
Raw ADC: 1097145043, Delta ADC: 4294966449
Raw ADC: 1097147157, Delta ADC: 2114
Raw ADC: 1097142929, Delta ADC: 4294963067
Raw ADC: 1097145466, Delta ADC: 2537
Raw ADC: 1097139970, Delta ADC: 4294961799
Raw ADC: 1097137997, Delta ADC: 4294965322
Raw ADC: 1097139688, Delta ADC: 1691
Raw ADC: 1097137011, Delta ADC: 4294964618
Raw ADC: 1097130952, Delta ADC: 4294961236
Raw ADC: 1097137152, Delta ADC: 6200
Raw ADC: 1097137575, Delta ADC: 423
Raw ADC: 1097125738, Delta ADC: 4294955458
Raw ADC: 1097127852, Delta ADC: 2114
Raw ADC: 1097116015, Delta ADC: 4294955458
Raw ADC: 1097123483, Delta ADC: 7468
Raw ADC: 1097121651, Delta ADC: 4294965463
Raw ADC: 1097114183, Delta ADC: 4294959827
Raw ADC: 1097119678, Delta ADC: 5495
Raw ADC: 1097114183, Delta ADC: 4294961800
Raw ADC: 1097111365, Delta ADC: 4294964477
Raw ADC: 1097115874, Delta ADC: 4509
Raw ADC: 1097105869, Delta ADC: 4294957290
Raw ADC: 1097100655, Delta ADC: 4294962081
Raw ADC: 1097111646, Delta ADC: 10991
Raw ADC: 1097104742, Delta ADC: 4294960391
Raw ADC: 1097102064, Delta ADC: 4294964617
Raw ADC: 1097109533, Delta ADC: 7469
Raw ADC: 1097109251, Delta ADC: 4294967013
Raw ADC: 1097099810, Delta ADC: 4294957854
Raw ADC: 1097108687, Delta ADC: 8877
Raw ADC: 1097116860, Delta ADC: 8173
Raw ADC: 1097119397, Delta ADC: 2537
Raw ADC: 1097126865, Delta ADC: 7468
Raw ADC: 1097142648, Delta ADC: 15783
